id,ts,sales
b_72,2020-01-01 04:00:00,3
b_31,2020-01-01 04:00:00,8
b_76,2020-01-01 04:00:00,28
b_98,2020-01-01 04:00:00,111
b_54,2020-01-01 04:00:00,71
b_1,2020-01-01 04:00:00,27
b_57,2020-01-01 04:00:00,80
b_12,2020-01-01 04:00:00,67
b_79,2020-01-01 04:00:00,62
b_82,2020-01-01 04:00:00,6
b_8,2020-01-01 04:00:00,139
b_43,2020-01-01 04:00:00,52
b_64,2020-01-01 05:00:00,92
b_63,2020-01-01 05:00:00,155
b_34,2020-01-01 05:00:00,28
b_81,2020-01-01 05:00:00,21
b_43,2020-01-01 05:00:00,51
b_28,2020-01-01 05:00:00,92
b_86,2020-01-01 05:00:00,19
b_79,2020-01-01 05:00:00,200
b_9,2020-01-01 05:00:00,56
b_98,2020-01-01 05:00:00,90
b_36,2020-01-01 05:00:00,33
b_91,2020-01-01 05:00:00,31
b_73,2020-01-01 05:00:00,91
b_11,2020-01-01 05:00:00,71
b_93,2020-01-01 05:00:00,57
b_3,2020-01-01 05:00:00,83
b_2,2020-01-01 05:00:00,45
b_42,2020-01-01 05:00:00,56
b_90,2020-01-01 05:00:00,82
b_54,2020-01-01 05:00:00,44
b_56,2020-01-01 05:00:00,30
b_19,2020-01-01 05:00:00,7
b_31,2020-01-01 05:00:00,50
b_4,2020-01-01 05:00:00,4
b_47,2020-01-01 05:00:00,61
b_57,2020-01-01 05:00:00,45
b_18,2020-01-01 05:00:00,43
b_88,2020-01-01 05:00:00,92
b_20,2020-01-01 05:00:00,89
b_53,2020-01-01 05:00:00,44
b_26,2020-01-01 05:00:00,6
b_39,2020-01-01 05:00:00,77
b_89,2020-01-01 05:00:00,38
b_32,2020-01-01 05:00:00,20
b_40,2020-01-01 05:00:00,26
b_38,2020-01-01 05:00:00,91
b_80,2020-01-01 05:00:00,14
b_45,2020-01-01 05:00:00,92
b_6,2020-01-01 05:00:00,22
b_15,2020-01-01 05:00:00,160
b_74,2020-01-01 05:00:00,48
b_27,2020-01-01 05:00:00,88
b_60,2020-01-01 05:00:00,24
b_97,2020-01-01 05:00:00,137
b_41,2020-01-01 05:00:00,87
b_78,2020-01-01 05:00:00,67
b_67,2020-01-01 05:00:00,48
b_68,2020-01-01 05:00:00,96
b_7,2020-01-01 05:00:00,36
b_65,2020-01-01 05:00:00,108
b_1,2020-01-01 05:00:00,22
b_66,2020-01-01 05:00:00,47
b_34,2020-01-01 06:00:00,38
b_0,2020-01-01 06:00:00,92
b_1,2020-01-01 06:00:00,30
b_5,2020-01-01 06:00:00,156
b_23,2020-01-01 06:00:00,74
b_80,2020-01-01 06:00:00,134
b_100,2020-01-01 06:00:00,83
b_75,2020-01-01 06:00:00,29
b_15,2020-01-01 06:00:00,102
b_60,2020-01-01 06:00:00,91
b_64,2020-01-01 06:00:00,59
b_40,2020-01-01 06:00:00,39
b_31,2020-01-01 06:00:00,88
b_46,2020-01-01 06:00:00,39
b_39,2020-01-01 06:00:00,83
b_24,2020-01-01 06:00:00,72
b_74,2020-01-01 06:00:00,133
b_65,2020-01-01 06:00:00,15
b_76,2020-01-01 06:00:00,51
b_36,2020-01-01 06:00:00,26
b_44,2020-01-01 06:00:00,182
b_49,2020-01-01 06:00:00,69
b_70,2020-01-01 06:00:00,88
b_93,2020-01-01 06:00:00,23
b_77,2020-01-01 06:00:00,66
b_55,2020-01-01 06:00:00,29
b_50,2020-01-01 06:00:00,119
b_37,2020-01-01 06:00:00,35
b_71,2020-01-01 06:00:00,19
b_95,2020-01-01 06:00:00,69
b_73,2020-01-01 06:00:00,14
b_33,2020-01-01 06:00:00,106
b_6,2020-01-01 06:00:00,57
b_84,2020-01-01 06:00:00,34
b_14,2020-01-01 06:00:00,184
b_11,2020-01-01 06:00:00,23
b_53,2020-01-01 06:00:00,97
b_89,2020-01-01 06:00:00,1
b_84,2020-01-01 07:00:00,13
b_10,2020-01-01 07:00:00,42
b_85,2020-01-01 07:00:00,61
b_81,2020-01-01 07:00:00,68
b_3,2020-01-01 07:00:00,50
b_70,2020-01-01 07:00:00,49
b_51,2020-01-01 07:00:00,65
b_18,2020-01-01 07:00:00,5
b_94,2020-01-01 07:00:00,69
b_34,2020-01-01 07:00:00,119
b_40,2020-01-01 07:00:00,49
b_14,2020-01-01 07:00:00,97
b_60,2020-01-01 07:00:00,71
b_9,2020-01-01 07:00:00,42
b_6,2020-01-01 07:00:00,70
b_46,2020-01-01 07:00:00,29
b_16,2020-01-01 07:00:00,63
b_100,2020-01-01 07:00:00,33
b_37,2020-01-01 07:00:00,35
b_55,2020-01-01 07:00:00,16
b_4,2020-01-01 07:00:00,250
b_48,2020-01-01 07:00:00,3
b_13,2020-01-01 07:00:00,3
b_11,2020-01-01 07:00:00,4
b_31,2020-01-01 07:00:00,98
b_76,2020-01-01 07:00:00,51
b_36,2020-01-01 07:00:00,2
b_5,2020-01-01 07:00:00,79
b_86,2020-01-01 07:00:00,62
b_93,2020-01-01 07:00:00,91
b_30,2020-01-01 07:00:00,57
b_72,2020-01-01 07:00:00,151
b_57,2020-01-01 07:00:00,4
b_90,2020-01-01 07:00:00,65
b_38,2020-01-01 07:00:00,85
b_59,2020-01-01 07:00:00,4
b_67,2020-01-01 07:00:00,7
b_64,2020-01-01 07:00:00,40
b_58,2020-01-01 08:00:00,27
b_47,2020-01-01 08:00:00,7
b_79,2020-01-01 08:00:00,77
b_4,2020-01-01 08:00:00,47
b_19,2020-01-01 08:00:00,57
b_91,2020-01-01 08:00:00,78
b_62,2020-01-01 08:00:00,32
b_24,2020-01-01 08:00:00,53
b_13,2020-01-01 08:00:00,30
b_92,2020-01-01 08:00:00,9
b_40,2020-01-01 08:00:00,25
b_30,2020-01-01 08:00:00,54
b_7,2020-01-01 08:00:00,42
b_63,2020-01-01 08:00:00,80
b_46,2020-01-01 08:00:00,89
b_26,2020-01-01 08:00:00,26
b_34,2020-01-01 08:00:00,8
b_53,2020-01-01 08:00:00,163
b_65,2020-01-01 08:00:00,41
b_84,2020-01-01 08:00:00,64
b_17,2020-01-01 08:00:00,43
b_33,2020-01-01 08:00:00,5
b_88,2020-01-01 08:00:00,40
b_15,2020-01-01 08:00:00,80
b_67,2020-01-01 08:00:00,149
b_39,2020-01-01 08:00:00,23
b_0,2020-01-01 08:00:00,77
b_80,2020-01-01 08:00:00,48
b_6,2020-01-01 08:00:00,94
b_76,2020-01-01 08:00:00,71
b_5,2020-01-01 08:00:00,53
b_27,2020-01-01 08:00:00,83
b_42,2020-01-01 08:00:00,20
b_25,2020-01-01 08:00:00,124
b_83,2020-01-01 08:00:00,60
b_48,2020-01-01 08:00:00,70
b_60,2020-01-01 08:00:00,220
b_75,2020-01-01 08:00:00,5
b_3,2020-01-01 08:00:00,76
b_97,2020-01-01 08:00:00,159
b_12,2020-01-01 08:00:00,10
b_22,2020-01-01 08:00:00,97
b_29,2020-01-01 08:00:00,74
b_89,2020-01-01 08:00:00,48
b_44,2020-01-01 08:00:00,18
b_9,2020-01-01 08:00:00,84
b_94,2020-01-01 08:00:00,3
b_36,2020-01-01 08:00:00,28
b_54,2020-01-01 08:00:00,148
b_98,2020-01-01 08:00:00,81
b_20,2020-01-01 09:00:00,135
b_45,2020-01-01 09:00:00,7
b_66,2020-01-01 09:00:00,58
b_42,2020-01-01 09:00:00,25
b_58,2020-01-01 09:00:00,78
b_91,2020-01-01 09:00:00,86
b_55,2020-01-01 09:00:00,58
b_92,2020-01-01 09:00:00,74
b_28,2020-01-01 09:00:00,47
b_59,2020-01-01 09:00:00,51
b_41,2020-01-01 09:00:00,98
b_13,2020-01-01 09:00:00,19
b_24,2020-01-01 09:00:00,11
b_60,2020-01-01 09:00:00,17
b_61,2020-01-01 09:00:00,37
b_6,2020-01-01 09:00:00,70
b_89,2020-01-01 09:00:00,57
b_87,2020-01-01 09:00:00,1
b_27,2020-01-01 09:00:00,131
b_88,2020-01-01 09:00:00,47
b_17,2020-01-01 09:00:00,63
b_95,2020-01-01 09:00:00,68
b_80,2020-01-01 09:00:00,81
b_94,2020-01-01 09:00:00,64
b_57,2020-01-01 09:00:00,97
b_44,2020-01-01 09:00:00,132
b_52,2020-01-01 09:00:00,92
b_68,2020-01-01 09:00:00,10
b_12,2020-01-01 09:00:00,94
b_8,2020-01-01 09:00:00,86
b_98,2020-01-01 09:00:00,202
b_47,2020-01-01 09:00:00,73
b_64,2020-01-01 09:00:00,80
b_40,2020-01-01 09:00:00,150
b_56,2020-01-01 09:00:00,152
b_99,2020-01-01 09:00:00,12
b_50,2020-01-01 09:00:00,35
b_90,2020-01-01 09:00:00,76
b_84,2020-01-01 09:00:00,38
b_30,2020-01-01 09:00:00,48
b_79,2020-01-01 09:00:00,2
b_62,2020-01-01 09:00:00,85
b_76,2020-01-01 09:00:00,122
b_21,2020-01-01 09:00:00,152
b_76,2020-01-01 10:00:00,96
b_53,2020-01-01 10:00:00,100
b_80,2020-01-01 10:00:00,62
b_6,2020-01-01 10:00:00,67
b_66,2020-01-01 10:00:00,1
b_93,2020-01-01 10:00:00,84
b_56,2020-01-01 10:00:00,98
b_95,2020-01-01 10:00:00,45
b_50,2020-01-01 10:00:00,59
b_86,2020-01-01 10:00:00,1
b_67,2020-01-01 10:00:00,97
b_91,2020-01-01 10:00:00,60
b_71,2020-01-01 10:00:00,86
b_38,2020-01-01 10:00:00,30
b_21,2020-01-01 10:00:00,69
b_3,2020-01-01 10:00:00,84
b_87,2020-01-01 10:00:00,11
b_27,2020-01-01 10:00:00,66
b_69,2020-01-01 10:00:00,144
b_51,2020-01-01 10:00:00,99
b_75,2020-01-01 10:00:00,96
b_57,2020-01-01 10:00:00,236
b_96,2020-01-01 10:00:00,8
b_43,2020-01-01 10:00:00,16
b_46,2020-01-01 10:00:00,4
b_64,2020-01-01 10:00:00,77
b_54,2020-01-01 10:00:00,23
b_81,2020-01-01 10:00:00,71
b_94,2020-01-01 10:00:00,34
b_55,2020-01-01 10:00:00,60
b_18,2020-01-01 10:00:00,81
b_49,2020-01-01 10:00:00,113
b_72,2020-01-01 10:00:00,29
b_4,2020-01-01 10:00:00,83
b_13,2020-01-01 10:00:00,92
b_99,2020-01-01 10:00:00,6
b_23,2020-01-01 10:00:00,88
b_47,2020-01-01 10:00:00,77
b_40,2020-01-01 10:00:00,83
b_82,2020-01-01 10:00:00,183
b_92,2020-01-01 10:00:00,80
b_1,2020-01-01 10:00:00,58
b_58,2020-01-01 10:00:00,140
b_41,2020-01-01 10:00:00,91
b_24,2020-01-01 10:00:00,191
b_16,2020-01-01 10:00:00,109
b_37,2020-01-01 10:00:00,85
b_31,2020-01-01 10:00:00,67
b_62,2020-01-01 10:00:00,85
b_26,2020-01-01 11:00:00,95
b_49,2020-01-01 11:00:00,42
b_8,2020-01-01 11:00:00,53
b_64,2020-01-01 11:00:00,29
b_22,2020-01-01 11:00:00,115
b_15,2020-01-01 11:00:00,90
b_77,2020-01-01 11:00:00,86
b_54,2020-01-01 11:00:00,22
b_43,2020-01-01 11:00:00,16
b_25,2020-01-01 11:00:00,57
b_76,2020-01-01 11:00:00,74
b_75,2020-01-01 11:00:00,32
b_69,2020-01-01 11:00:00,131
b_27,2020-01-01 11:00:00,5
b_88,2020-01-01 11:00:00,66
b_66,2020-01-01 11:00:00,87
b_33,2020-01-01 11:00:00,33
b_37,2020-01-01 11:00:00,134
b_52,2020-01-01 11:00:00,89
b_44,2020-01-01 11:00:00,84
b_71,2020-01-01 11:00:00,74
b_84,2020-01-01 11:00:00,95
b_1,2020-01-01 11:00:00,6
b_61,2020-01-01 11:00:00,89
b_39,2020-01-01 11:00:00,78
b_31,2020-01-01 11:00:00,83
b_3,2020-01-01 11:00:00,72
b_17,2020-01-01 11:00:00,66
b_95,2020-01-01 11:00:00,56
b_5,2020-01-01 11:00:00,88
b_56,2020-01-01 11:00:00,61
b_91,2020-01-01 11:00:00,75
b_59,2020-01-01 11:00:00,146
b_34,2020-01-01 11:00:00,12
b_73,2020-01-01 11:00:00,55
b_20,2020-01-01 11:00:00,97
b_82,2020-01-01 11:00:00,15
b_0,2020-01-01 11:00:00,81
b_14,2020-01-01 11:00:00,76
b_28,2020-01-01 11:00:00,41
b_35,2020-01-01 11:00:00,68
b_83,2020-01-01 11:00:00,45
b_16,2020-01-01 12:00:00,88
b_74,2020-01-01 12:00:00,166
b_75,2020-01-01 12:00:00,55
b_25,2020-01-01 12:00:00,99
b_76,2020-01-01 12:00:00,26
b_52,2020-01-01 12:00:00,63
b_37,2020-01-01 12:00:00,121
b_5,2020-01-01 12:00:00,82
b_90,2020-01-01 12:00:00,19
b_31,2020-01-01 12:00:00,98
b_6,2020-01-01 12:00:00,34
b_77,2020-01-01 12:00:00,24
b_42,2020-01-01 12:00:00,80
b_2,2020-01-01 12:00:00,48
b_82,2020-01-01 12:00:00,49
b_64,2020-01-01 12:00:00,86
b_100,2020-01-01 12:00:00,37
b_83,2020-01-01 12:00:00,17
b_47,2020-01-01 12:00:00,204
b_58,2020-01-01 12:00:00,79
b_24,2020-01-01 12:00:00,16
b_8,2020-01-01 12:00:00,61
b_20,2020-01-01 12:00:00,178
b_19,2020-01-01 12:00:00,57
b_63,2020-01-01 12:00:00,92
b_23,2020-01-01 12:00:00,51
b_32,2020-01-01 12:00:00,54
b_53,2020-01-01 12:00:00,45
b_17,2020-01-01 12:00:00,87
b_91,2020-01-01 12:00:00,16
b_12,2020-01-01 12:00:00,19
b_84,2020-01-01 12:00:00,190
b_89,2020-01-01 12:00:00,91
b_98,2020-01-01 12:00:00,29
b_67,2020-01-01 12:00:00,45
b_22,2020-01-01 12:00:00,74
b_94,2020-01-01 12:00:00,108
b_60,2020-01-01 12:00:00,82
b_81,2020-01-01 12:00:00,47
b_38,2020-01-01 12:00:00,33
b_67,2020-01-01 13:00:00,154
b_34,2020-01-01 13:00:00,49
b_22,2020-01-01 13:00:00,51
b_78,2020-01-01 13:00:00,94
b_77,2020-01-01 13:00:00,43
b_52,2020-01-01 13:00:00,60
b_5,2020-01-01 13:00:00,82
b_33,2020-01-01 13:00:00,73
b_28,2020-01-01 13:00:00,89
b_75,2020-01-01 13:00:00,51
b_20,2020-01-01 13:00:00,44
b_13,2020-01-01 13:00:00,37
b_24,2020-01-01 13:00:00,46
b_37,2020-01-01 13:00:00,74
b_58,2020-01-01 13:00:00,31
b_47,2020-01-01 13:00:00,1
b_92,2020-01-01 13:00:00,18
b_65,2020-01-01 13:00:00,156
b_42,2020-01-01 13:00:00,3
b_45,2020-01-01 13:00:00,35
b_4,2020-01-01 13:00:00,19
b_26,2020-01-01 13:00:00,45
b_36,2020-01-01 13:00:00,5
b_79,2020-01-01 13:00:00,219
b_73,2020-01-01 13:00:00,22
b_68,2020-01-01 13:00:00,94
b_11,2020-01-01 13:00:00,39
b_60,2020-01-01 13:00:00,52
b_53,2020-01-01 13:00:00,141
b_71,2020-01-01 13:00:00,1
b_70,2020-01-01 13:00:00,90
b_64,2020-01-01 13:00:00,53
b_94,2020-01-01 13:00:00,17
b_15,2020-01-01 13:00:00,48
b_83,2020-01-01 13:00:00,271
b_56,2020-01-01 13:00:00,26
b_2,2020-01-01 13:00:00,31
b_30,2020-01-01 13:00:00,181
b_93,2020-01-01 13:00:00,69
b_14,2020-01-01 13:00:00,27
b_69,2020-01-01 13:00:00,100
b_54,2020-01-01 13:00:00,47
b_76,2020-01-01 13:00:00,4
b_55,2020-01-01 13:00:00,85
b_50,2020-01-01 13:00:00,15
b_86,2020-01-01 13:00:00,90
b_27,2020-01-01 13:00:00,78
b_17,2020-01-01 13:00:00,146
b_81,2020-01-01 13:00:00,72
b_82,2020-01-01 13:00:00,97
b_95,2020-01-01 13:00:00,55
b_95,2020-01-01 14:00:00,26
b_46,2020-01-01 14:00:00,81
b_57,2020-01-01 14:00:00,148
b_31,2020-01-01 14:00:00,76
b_39,2020-01-01 14:00:00,157
b_40,2020-01-01 14:00:00,68
b_56,2020-01-01 14:00:00,59
b_80,2020-01-01 14:00:00,110
b_45,2020-01-01 14:00:00,34
b_7,2020-01-01 14:00:00,37
b_66,2020-01-01 14:00:00,108
b_32,2020-01-01 14:00:00,77
b_55,2020-01-01 14:00:00,107
b_23,2020-01-01 14:00:00,62
b_42,2020-01-01 14:00:00,199
b_58,2020-01-01 14:00:00,10
b_76,2020-01-01 14:00:00,48
b_27,2020-01-01 14:00:00,69
b_85,2020-01-01 14:00:00,67
b_14,2020-01-01 14:00:00,125
b_21,2020-01-01 14:00:00,52
b_93,2020-01-01 14:00:00,88
b_33,2020-01-01 14:00:00,48
b_96,2020-01-01 14:00:00,64
b_60,2020-01-01 14:00:00,35
b_97,2020-01-01 14:00:00,71
b_43,2020-01-01 14:00:00,116
b_30,2020-01-01 14:00:00,90
b_90,2020-01-01 14:00:00,63
b_81,2020-01-01 14:00:00,13
b_68,2020-01-01 14:00:00,54
b_78,2020-01-01 14:00:00,29
b_35,2020-01-01 14:00:00,16
b_10,2020-01-01 14:00:00,41
b_12,2020-01-01 14:00:00,107
b_100,2020-01-01 14:00:00,76
b_4,2020-01-01 14:00:00,47
b_44,2020-01-01 14:00:00,110
b_67,2020-01-01 14:00:00,43
b_34,2020-01-01 14:00:00,71
b_28,2020-01-01 14:00:00,63
b_74,2020-01-01 14:00:00,122
b_22,2020-01-01 14:00:00,78
b_6,2020-01-01 14:00:00,113
b_61,2020-01-01 14:00:00,147
b_63,2020-01-01 14:00:00,16
b_60,2020-01-01 15:00:00,2
b_54,2020-01-01 15:00:00,10
b_18,2020-01-01 15:00:00,36
b_95,2020-01-01 15:00:00,47
b_35,2020-01-01 15:00:00,96
b_44,2020-01-01 15:00:00,53
b_19,2020-01-01 15:00:00,75
b_91,2020-01-01 15:00:00,138
b_97,2020-01-01 15:00:00,25
b_9,2020-01-01 15:00:00,19
b_80,2020-01-01 15:00:00,10
b_62,2020-01-01 15:00:00,68
b_77,2020-01-01 15:00:00,92
b_26,2020-01-01 15:00:00,34
b_28,2020-01-01 15:00:00,1
b_13,2020-01-01 15:00:00,77
b_10,2020-01-01 15:00:00,120
b_20,2020-01-01 15:00:00,89
b_21,2020-01-01 15:00:00,53
b_64,2020-01-01 15:00:00,45
b_32,2020-01-01 15:00:00,38
b_71,2020-01-01 15:00:00,42
b_6,2020-01-01 15:00:00,52
b_99,2020-01-01 15:00:00,23
b_59,2020-01-01 15:00:00,76
b_12,2020-01-01 15:00:00,7
b_43,2020-01-01 15:00:00,28
b_39,2020-01-01 15:00:00,99
b_37,2020-01-01 15:00:00,89
b_46,2020-01-01 15:00:00,24
b_50,2020-01-01 15:00:00,20
b_57,2020-01-01 15:00:00,75
b_15,2020-01-01 15:00:00,188
b_96,2020-01-01 15:00:00,32
b_86,2020-01-01 15:00:00,205
b_69,2020-01-01 15:00:00,61
b_88,2020-01-01 15:00:00,185
b_68,2020-01-01 15:00:00,46
b_75,2020-01-01 15:00:00,7
b_90,2020-01-01 15:00:00,10
b_45,2020-01-01 15:00:00,31
b_100,2020-01-01 15:00:00,69
b_55,2020-01-01 15:00:00,37
b_0,2020-01-01 15:00:00,9
b_38,2020-01-01 15:00:00,28
b_53,2020-01-01 15:00:00,33
b_31,2020-01-01 15:00:00,51
b_74,2020-01-01 15:00:00,74
b_57,2020-01-01 16:00:00,94
b_73,2020-01-01 16:00:00,89
b_92,2020-01-01 16:00:00,80
b_98,2020-01-01 16:00:00,27
b_32,2020-01-01 16:00:00,125
b_50,2020-01-01 16:00:00,35
b_62,2020-01-01 16:00:00,163
b_8,2020-01-01 16:00:00,14
b_12,2020-01-01 16:00:00,82
b_19,2020-01-01 16:00:00,11
b_10,2020-01-01 16:00:00,86
b_52,2020-01-01 16:00:00,98
b_63,2020-01-01 16:00:00,3
b_26,2020-01-01 16:00:00,103
b_36,2020-01-01 16:00:00,53
b_20,2020-01-01 16:00:00,88
b_71,2020-01-01 16:00:00,50
