id,ts,sales
a_36,2020-01-01 04:00:00,68
a_35,2020-01-01 04:00:00,77
a_50,2020-01-01 04:00:00,102
a_6,2020-01-01 04:00:00,168
a_5,2020-01-01 04:00:00,74
a_77,2020-01-01 04:00:00,71
a_21,2020-01-01 04:00:00,59
a_9,2020-01-01 04:00:00,13
a_69,2020-01-01 04:00:00,65
a_61,2020-01-01 04:00:00,69
a_2,2020-01-01 04:00:00,99
a_100,2020-01-01 04:00:00,9
a_39,2020-01-01 04:00:00,81
a_16,2020-01-01 04:00:00,66
a_43,2020-01-01 04:00:00,52
a_41,2020-01-01 04:00:00,18
a_74,2020-01-01 04:00:00,31
a_73,2020-01-01 04:00:00,16
a_37,2020-01-01 04:00:00,76
a_23,2020-01-01 04:00:00,73
a_46,2020-01-01 04:00:00,174
a_60,2020-01-01 04:00:00,55
a_81,2020-01-01 04:00:00,99
a_95,2020-01-01 04:00:00,78
a_56,2020-01-01 04:00:00,3
a_14,2020-01-01 04:00:00,60
a_32,2020-01-01 04:00:00,40
a_80,2020-01-01 04:00:00,28
a_82,2020-01-01 04:00:00,59
a_70,2020-01-01 04:00:00,102
a_24,2020-01-01 04:00:00,43
a_28,2020-01-01 04:00:00,87
a_86,2020-01-01 04:00:00,73
a_45,2020-01-01 04:00:00,6
a_1,2020-01-01 04:00:00,91
a_47,2020-01-01 04:00:00,38
a_26,2020-01-01 04:00:00,38
a_51,2020-01-01 04:00:00,56
a_41,2020-01-01 05:00:00,156
a_2,2020-01-01 05:00:00,46
a_3,2020-01-01 05:00:00,10
a_83,2020-01-01 05:00:00,9
a_95,2020-01-01 05:00:00,134
a_59,2020-01-01 05:00:00,54
a_76,2020-01-01 05:00:00,94
a_73,2020-01-01 05:00:00,105
a_16,2020-01-01 05:00:00,16
a_19,2020-01-01 05:00:00,139
a_14,2020-01-01 05:00:00,44
a_84,2020-01-01 05:00:00,83
a_74,2020-01-01 05:00:00,155
a_85,2020-01-01 05:00:00,114
a_23,2020-01-01 05:00:00,18
a_6,2020-01-01 05:00:00,61
a_43,2020-01-01 05:00:00,170
a_47,2020-01-01 05:00:00,111
a_51,2020-01-01 05:00:00,11
a_8,2020-01-01 05:00:00,30
a_93,2020-01-01 05:00:00,121
a_88,2020-01-01 05:00:00,45
a_18,2020-01-01 05:00:00,149
a_22,2020-01-01 05:00:00,71
a_11,2020-01-01 05:00:00,79
a_1,2020-01-01 05:00:00,63
a_33,2020-01-01 05:00:00,35
a_36,2020-01-01 05:00:00,77
a_32,2020-01-01 05:00:00,57
a_37,2020-01-01 05:00:00,60
a_66,2020-01-01 05:00:00,73
a_21,2020-01-01 05:00:00,2
a_57,2020-01-01 05:00:00,43
a_98,2020-01-01 05:00:00,140
a_31,2020-01-01 05:00:00,79
a_38,2020-01-01 05:00:00,64
a_25,2020-01-01 05:00:00,81
a_34,2020-01-01 05:00:00,103
a_70,2020-01-01 05:00:00,97
a_12,2020-01-01 05:00:00,96
a_11,2020-01-01 06:00:00,100
a_43,2020-01-01 06:00:00,43
a_27,2020-01-01 06:00:00,151
a_19,2020-01-01 06:00:00,190
a_84,2020-01-01 06:00:00,25
a_85,2020-01-01 06:00:00,13
a_29,2020-01-01 06:00:00,85
a_83,2020-01-01 06:00:00,48
a_86,2020-01-01 06:00:00,100
a_24,2020-01-01 06:00:00,56
a_8,2020-01-01 06:00:00,29
a_13,2020-01-01 06:00:00,76
a_42,2020-01-01 06:00:00,40
a_23,2020-01-01 06:00:00,11
a_96,2020-01-01 06:00:00,92
a_88,2020-01-01 06:00:00,74
a_79,2020-01-01 06:00:00,63
a_77,2020-01-01 06:00:00,30
a_2,2020-01-01 06:00:00,29
a_12,2020-01-01 06:00:00,6
a_40,2020-01-01 06:00:00,96
a_90,2020-01-01 06:00:00,18
a_35,2020-01-01 06:00:00,80
a_89,2020-01-01 06:00:00,61
a_38,2020-01-01 06:00:00,39
a_100,2020-01-01 06:00:00,42
a_66,2020-01-01 06:00:00,47
a_68,2020-01-01 06:00:00,25
a_47,2020-01-01 06:00:00,109
a_57,2020-01-01 06:00:00,97
a_58,2020-01-01 06:00:00,188
a_53,2020-01-01 06:00:00,74
a_60,2020-01-01 06:00:00,20
a_67,2020-01-01 06:00:00,90
a_99,2020-01-01 06:00:00,93
a_65,2020-01-01 06:00:00,87
a_62,2020-01-01 06:00:00,38
a_0,2020-01-01 06:00:00,15
a_67,2020-01-01 07:00:00,68
a_48,2020-01-01 07:00:00,16
a_4,2020-01-01 07:00:00,129
a_24,2020-01-01 07:00:00,62
a_43,2020-01-01 07:00:00,92
a_100,2020-01-01 07:00:00,87
a_6,2020-01-01 07:00:00,38
a_56,2020-01-01 07:00:00,99
a_37,2020-01-01 07:00:00,82
a_81,2020-01-01 07:00:00,66
a_39,2020-01-01 07:00:00,65
a_75,2020-01-01 07:00:00,82
a_13,2020-01-01 07:00:00,31
a_16,2020-01-01 07:00:00,75
a_80,2020-01-01 07:00:00,26
a_40,2020-01-01 07:00:00,52
a_57,2020-01-01 07:00:00,41
a_52,2020-01-01 07:00:00,94
a_8,2020-01-01 07:00:00,69
a_61,2020-01-01 07:00:00,31
a_2,2020-01-01 07:00:00,77
a_51,2020-01-01 07:00:00,89
a_66,2020-01-01 07:00:00,47
a_11,2020-01-01 07:00:00,4
a_85,2020-01-01 07:00:00,143
a_99,2020-01-01 07:00:00,105
a_78,2020-01-01 07:00:00,18
a_84,2020-01-01 07:00:00,39
a_29,2020-01-01 07:00:00,58
a_93,2020-01-01 07:00:00,155
a_23,2020-01-01 07:00:00,79
a_45,2020-01-01 07:00:00,76
a_27,2020-01-01 07:00:00,20
a_55,2020-01-01 07:00:00,4
a_49,2020-01-01 07:00:00,67
a_44,2020-01-01 07:00:00,93
a_68,2020-01-01 07:00:00,38
a_17,2020-01-01 07:00:00,3
a_41,2020-01-01 07:00:00,56
a_69,2020-01-01 07:00:00,27
a_83,2020-01-01 07:00:00,52
a_79,2020-01-01 07:00:00,33
a_91,2020-01-01 07:00:00,59
a_72,2020-01-01 07:00:00,18
a_96,2020-01-01 07:00:00,79
a_8,2020-01-01 08:00:00,151
a_88,2020-01-01 08:00:00,75
a_69,2020-01-01 08:00:00,26
a_9,2020-01-01 08:00:00,35
a_87,2020-01-01 08:00:00,23
a_1,2020-01-01 08:00:00,20
a_67,2020-01-01 08:00:00,130
a_24,2020-01-01 08:00:00,96
a_12,2020-01-01 08:00:00,92
a_77,2020-01-01 08:00:00,9
a_79,2020-01-01 08:00:00,38
a_68,2020-01-01 08:00:00,96
a_5,2020-01-01 08:00:00,67
a_57,2020-01-01 08:00:00,77
a_75,2020-01-01 08:00:00,71
a_51,2020-01-01 08:00:00,81
a_20,2020-01-01 08:00:00,181
a_40,2020-01-01 08:00:00,37
a_58,2020-01-01 08:00:00,44
a_33,2020-01-01 08:00:00,86
a_10,2020-01-01 08:00:00,65
a_70,2020-01-01 08:00:00,197
a_27,2020-01-01 08:00:00,53
a_83,2020-01-01 08:00:00,72
a_54,2020-01-01 08:00:00,59
a_95,2020-01-01 08:00:00,13
a_14,2020-01-01 08:00:00,30
a_45,2020-01-01 08:00:00,81
a_97,2020-01-01 08:00:00,67
a_65,2020-01-01 08:00:00,12
a_85,2020-01-01 08:00:00,54
a_11,2020-01-01 08:00:00,70
a_29,2020-01-01 08:00:00,105
a_82,2020-01-01 08:00:00,72
a_55,2020-01-01 08:00:00,66
a_30,2020-01-01 08:00:00,62
a_26,2020-01-01 08:00:00,4
a_63,2020-01-01 08:00:00,172
a_59,2020-01-01 08:00:00,99
a_17,2020-01-01 08:00:00,124
a_28,2020-01-01 08:00:00,63
a_74,2020-01-01 08:00:00,85
a_37,2020-01-01 08:00:00,24
a_25,2020-01-01 08:00:00,50
a_90,2020-01-01 08:00:00,67
a_44,2020-01-01 08:00:00,15
a_71,2020-01-01 08:00:00,11
a_84,2020-01-01 08:00:00,29
a_53,2020-01-01 08:00:00,92
a_81,2020-01-01 08:00:00,36
a_56,2020-01-01 08:00:00,255
a_84,2020-01-01 09:00:00,22
a_27,2020-01-01 09:00:00,60
a_28,2020-01-01 09:00:00,8
a_36,2020-01-01 09:00:00,89
a_78,2020-01-01 09:00:00,61
a_14,2020-01-01 09:00:00,81
a_24,2020-01-01 09:00:00,37
a_79,2020-01-01 09:00:00,116
a_23,2020-01-01 09:00:00,31
a_8,2020-01-01 09:00:00,32
a_65,2020-01-01 09:00:00,9
a_87,2020-01-01 09:00:00,17
a_35,2020-01-01 09:00:00,75
a_63,2020-01-01 09:00:00,12
a_31,2020-01-01 09:00:00,84
a_56,2020-01-01 09:00:00,85
a_86,2020-01-01 09:00:00,7
a_66,2020-01-01 09:00:00,28
a_13,2020-01-01 09:00:00,4
a_33,2020-01-01 09:00:00,22
a_83,2020-01-01 09:00:00,32
a_50,2020-01-01 09:00:00,31
a_30,2020-01-01 09:00:00,16
a_43,2020-01-01 09:00:00,122
a_76,2020-01-01 09:00:00,66
a_45,2020-01-01 09:00:00,80
a_74,2020-01-01 09:00:00,71
a_40,2020-01-01 09:00:00,36
a_47,2020-01-01 09:00:00,87
a_70,2020-01-01 09:00:00,36
a_16,2020-01-01 09:00:00,38
a_42,2020-01-01 09:00:00,158
a_58,2020-01-01 09:00:00,58
a_98,2020-01-01 09:00:00,58
a_18,2020-01-01 09:00:00,55
a_71,2020-01-01 09:00:00,14
a_20,2020-01-01 09:00:00,184
a_69,2020-01-01 09:00:00,19
a_77,2020-01-01 09:00:00,125
a_6,2020-01-01 09:00:00,38
a_73,2020-01-01 09:00:00,72
a_88,2020-01-01 09:00:00,98
a_7,2020-01-01 09:00:00,39
a_11,2020-01-01 09:00:00,35
a_9,2020-01-01 09:00:00,81
a_41,2020-01-01 10:00:00,63
a_97,2020-01-01 10:00:00,4
a_8,2020-01-01 10:00:00,100
a_0,2020-01-01 10:00:00,47
a_24,2020-01-01 10:00:00,6
a_2,2020-01-01 10:00:00,95
a_16,2020-01-01 10:00:00,97
a_94,2020-01-01 10:00:00,98
a_95,2020-01-01 10:00:00,122
a_69,2020-01-01 10:00:00,50
a_52,2020-01-01 10:00:00,75
a_47,2020-01-01 10:00:00,28
a_62,2020-01-01 10:00:00,96
a_85,2020-01-01 10:00:00,17
a_65,2020-01-01 10:00:00,77
a_86,2020-01-01 10:00:00,57
a_6,2020-01-01 10:00:00,2
a_19,2020-01-01 10:00:00,12
a_74,2020-01-01 10:00:00,68
a_54,2020-01-01 10:00:00,94
a_48,2020-01-01 10:00:00,75
a_81,2020-01-01 10:00:00,27
a_71,2020-01-01 10:00:00,75
a_58,2020-01-01 10:00:00,132
a_89,2020-01-01 10:00:00,60
a_84,2020-01-01 10:00:00,1
a_51,2020-01-01 10:00:00,76
a_29,2020-01-01 10:00:00,12
a_36,2020-01-01 10:00:00,69
a_45,2020-01-01 10:00:00,4
a_38,2020-01-01 10:00:00,57
a_77,2020-01-01 10:00:00,48
a_49,2020-01-01 10:00:00,26
a_93,2020-01-01 10:00:00,90
a_9,2020-01-01 10:00:00,57
a_17,2020-01-01 10:00:00,67
a_100,2020-01-01 10:00:00,94
a_44,2020-01-01 10:00:00,131
a_55,2020-01-01 10:00:00,98
a_20,2020-01-01 10:00:00,21
a_64,2020-01-01 10:00:00,45
a_87,2020-01-01 10:00:00,85
a_68,2020-01-01 10:00:00,93
a_17,2020-01-01 11:00:00,57
a_6,2020-01-01 11:00:00,3
a_28,2020-01-01 11:00:00,39
a_65,2020-01-01 11:00:00,109
a_60,2020-01-01 11:00:00,86
a_3,2020-01-01 11:00:00,90
a_29,2020-01-01 11:00:00,19
a_63,2020-01-01 11:00:00,19
a_95,2020-01-01 11:00:00,12
a_14,2020-01-01 11:00:00,165
a_92,2020-01-01 11:00:00,51
a_43,2020-01-01 11:00:00,96
a_18,2020-01-01 11:00:00,51
a_47,2020-01-01 11:00:00,6
a_55,2020-01-01 11:00:00,59
a_62,2020-01-01 11:00:00,86
a_53,2020-01-01 11:00:00,84
a_75,2020-01-01 11:00:00,55
a_9,2020-01-01 11:00:00,94
a_100,2020-01-01 11:00:00,75
a_1,2020-01-01 11:00:00,64
a_35,2020-01-01 11:00:00,129
a_87,2020-01-01 11:00:00,29
a_2,2020-01-01 11:00:00,9
a_58,2020-01-01 11:00:00,30
a_21,2020-01-01 11:00:00,81
a_79,2020-01-01 11:00:00,54
a_68,2020-01-01 11:00:00,106
a_98,2020-01-01 11:00:00,74
a_5,2020-01-01 11:00:00,35
a_37,2020-01-01 11:00:00,31
a_23,2020-01-01 11:00:00,18
a_15,2020-01-01 11:00:00,44
a_34,2020-01-01 11:00:00,47
a_94,2020-01-01 11:00:00,97
a_73,2020-01-01 11:00:00,80
a_90,2020-01-01 11:00:00,66
a_86,2020-01-01 11:00:00,63
a_59,2020-01-01 11:00:00,100
a_42,2020-01-01 11:00:00,113
a_69,2020-01-01 11:00:00,83
a_66,2020-01-01 11:00:00,9
a_16,2020-01-01 11:00:00,96
a_10,2020-01-01 11:00:00,40
a_24,2020-01-01 11:00:00,20
a_52,2020-01-01 11:00:00,60
a_99,2020-01-01 12:00:00,49
a_91,2020-01-01 12:00:00,158
a_22,2020-01-01 12:00:00,96
a_90,2020-01-01 12:00:00,23
a_2,2020-01-01 12:00:00,81
a_17,2020-01-01 12:00:00,27
a_89,2020-01-01 12:00:00,95
a_84,2020-01-01 12:00:00,72
a_19,2020-01-01 12:00:00,82
a_59,2020-01-01 12:00:00,86
a_16,2020-01-01 12:00:00,98
a_85,2020-01-01 12:00:00,12
a_18,2020-01-01 12:00:00,111
a_87,2020-01-01 12:00:00,96
a_58,2020-01-01 12:00:00,68
a_56,2020-01-01 12:00:00,69
a_6,2020-01-01 12:00:00,84
a_24,2020-01-01 12:00:00,91
a_92,2020-01-01 12:00:00,66
a_46,2020-01-01 12:00:00,77
a_74,2020-01-01 12:00:00,81
a_76,2020-01-01 12:00:00,65
a_38,2020-01-01 12:00:00,68
a_100,2020-01-01 12:00:00,15
a_41,2020-01-01 12:00:00,109
a_31,2020-01-01 12:00:00,45
a_67,2020-01-01 12:00:00,34
a_69,2020-01-01 12:00:00,55
a_30,2020-01-01 12:00:00,64
a_42,2020-01-01 12:00:00,113
a_33,2020-01-01 12:00:00,157
a_3,2020-01-01 12:00:00,69
a_80,2020-01-01 12:00:00,71
a_54,2020-01-01 12:00:00,27
a_5,2020-01-01 12:00:00,29
a_11,2020-01-01 12:00:00,82
a_35,2020-01-01 12:00:00,3
a_64,2020-01-01 12:00:00,45
a_45,2020-01-01 12:00:00,70
a_70,2020-01-01 12:00:00,92
a_8,2020-01-01 12:00:00,19
a_47,2020-01-01 12:00:00,52
a_44,2020-01-01 12:00:00,52
a_96,2020-01-01 12:00:00,157
a_78,2020-01-01 12:00:00,67
a_43,2020-01-01 12:00:00,59
a_39,2020-01-01 12:00:00,213
a_23,2020-01-01 13:00:00,154
a_77,2020-01-01 13:00:00,18
a_37,2020-01-01 13:00:00,37
a_87,2020-01-01 13:00:00,30
a_49,2020-01-01 13:00:00,99
a_35,2020-01-01 13:00:00,41
a_5,2020-01-01 13:00:00,23
a_98,2020-01-01 13:00:00,67
a_28,2020-01-01 13:00:00,53
a_76,2020-01-01 13:00:00,42
a_17,2020-01-01 13:00:00,35
a_45,2020-01-01 13:00:00,57
a_60,2020-01-01 13:00:00,38
a_6,2020-01-01 13:00:00,67
a_18,2020-01-01 13:00:00,16
a_91,2020-01-01 13:00:00,161
a_43,2020-01-01 13:00:00,13
a_48,2020-01-01 13:00:00,32
a_90,2020-01-01 13:00:00,43
a_73,2020-01-01 13:00:00,13
a_59,2020-01-01 13:00:00,51
a_16,2020-01-01 13:00:00,97
a_42,2020-01-01 13:00:00,55
a_2,2020-01-01 13:00:00,104
a_20,2020-01-01 13:00:00,180
a_61,2020-01-01 13:00:00,9
a_62,2020-01-01 13:00:00,33
a_1,2020-01-01 13:00:00,79
a_24,2020-01-01 13:00:00,97
a_54,2020-01-01 13:00:00,1
a_85,2020-01-01 13:00:00,16
a_81,2020-01-01 13:00:00,82
a_66,2020-01-01 13:00:00,54
a_27,2020-01-01 13:00:00,150
a_82,2020-01-01 13:00:00,62
a_86,2020-01-01 13:00:00,56
a_33,2020-01-01 13:00:00,48
a_15,2020-01-01 13:00:00,83
a_31,2020-01-01 13:00:00,138
a_84,2020-01-01 13:00:00,73
a_64,2020-01-01 13:00:00,62
a_95,2020-01-01 13:00:00,73
a_3,2020-01-01 13:00:00,85
a_34,2020-01-01 13:00:00,98
a_32,2020-01-01 13:00:00,107
a_8,2020-01-01 13:00:00,26
a_94,2020-01-01 13:00:00,61
a_42,2020-01-01 14:00:00,78
a_57,2020-01-01 14:00:00,78
a_46,2020-01-01 14:00:00,84
a_74,2020-01-01 14:00:00,42
a_62,2020-01-01 14:00:00,28
a_100,2020-01-01 14:00:00,50
a_40,2020-01-01 14:00:00,63
a_65,2020-01-01 14:00:00,30
a_0,2020-01-01 14:00:00,67
a_47,2020-01-01 14:00:00,178
a_90,2020-01-01 14:00:00,20
a_70,2020-01-01 14:00:00,40
a_71,2020-01-01 14:00:00,45
a_28,2020-01-01 14:00:00,34
a_44,2020-01-01 14:00:00,116
a_84,2020-01-01 14:00:00,82
a_60,2020-01-01 14:00:00,23
a_72,2020-01-01 14:00:00,10
a_14,2020-01-01 14:00:00,92
a_18,2020-01-01 14:00:00,158
a_64,2020-01-01 14:00:00,3
a_54,2020-01-01 14:00:00,22
a_11,2020-01-01 14:00:00,66
a_83,2020-01-01 14:00:00,96
a_31,2020-01-01 14:00:00,32
a_19,2020-01-01 14:00:00,10
a_95,2020-01-01 14:00:00,120
a_2,2020-01-01 14:00:00,67
a_41,2020-01-01 14:00:00,63
a_77,2020-01-01 14:00:00,45
a_34,2020-01-01 14:00:00,76
a_50,2020-01-01 14:00:00,41
a_51,2020-01-01 14:00:00,33
a_87,2020-01-01 14:00:00,76
a_79,2020-01-01 14:00:00,104
a_68,2020-01-01 14:00:00,115
a_8,2020-01-01 14:00:00,16
a_5,2020-01-01 14:00:00,101
a_99,2020-01-01 14:00:00,52
a_33,2020-01-01 14:00:00,121
a_88,2020-01-01 14:00:00,61
a_75,2020-01-01 14:00:00,85
a_98,2020-01-01 14:00:00,71
a_10,2020-01-01 14:00:00,25
a_38,2020-01-01 14:00:00,216
a_12,2020-01-01 14:00:00,165
a_86,2020-01-01 14:00:00,92
a_39,2020-01-01 14:00:00,33
a_4,2020-01-01 14:00:00,17
a_43,2020-01-01 15:00:00,36
a_72,2020-01-01 15:00:00,97
a_78,2020-01-01 15:00:00,70
a_84,2020-01-01 15:00:00,46
a_80,2020-01-01 15:00:00,56
a_23,2020-01-01 15:00:00,64
a_20,2020-01-01 15:00:00,26
a_38,2020-01-01 15:00:00,88
a_28,2020-01-01 15:00:00,71
a_45,2020-01-01 15:00:00,21
a_71,2020-01-01 15:00:00,81
a_17,2020-01-01 15:00:00,42
a_31,2020-01-01 15:00:00,2
a_79,2020-01-01 15:00:00,64
a_75,2020-01-01 15:00:00,56
a_70,2020-01-01 15:00:00,89
a_46,2020-01-01 15:00:00,51
a_68,2020-01-01 15:00:00,83
a_4,2020-01-01 15:00:00,145
a_18,2020-01-01 15:00:00,80
a_91,2020-01-01 15:00:00,32
a_48,2020-01-01 15:00:00,6
a_21,2020-01-01 15:00:00,56
a_89,2020-01-01 15:00:00,88
a_42,2020-01-01 15:00:00,59
a_73,2020-01-01 15:00:00,23
a_24,2020-01-01 15:00:00,35
a_49,2020-01-01 15:00:00,17
a_69,2020-01-01 15:00:00,170
a_90,2020-01-01 15:00:00,100
a_86,2020-01-01 15:00:00,60
a_30,2020-01-01 15:00:00,80
a_47,2020-01-01 15:00:00,88
a_59,2020-01-01 15:00:00,148
a_58,2020-01-01 15:00:00,6
a_22,2020-01-01 15:00:00,58
a_61,2020-01-01 15:00:00,64
a_83,2020-01-01 15:00:00,85
a_77,2020-01-01 15:00:00,26
a_74,2020-01-01 15:00:00,54
a_41,2020-01-01 15:00:00,11
a_66,2020-01-01 15:00:00,49
a_2,2020-01-01 15:00:00,41
a_8,2020-01-01 15:00:00,3
a_10,2020-01-01 15:00:00,35
a_100,2020-01-01 15:00:00,14
a_14,2020-01-01 15:00:00,64
a_94,2020-01-01 15:00:00,33
a_13,2020-01-01 15:00:00,2
a_98,2020-01-01 15:00:00,94
a_56,2020-01-01 16:00:00,84
a_43,2020-01-01 16:00:00,31
a_52,2020-01-01 16:00:00,10
a_98,2020-01-01 16:00:00,4
a_57,2020-01-01 16:00:00,34
a_55,2020-01-01 16:00:00,40
a_72,2020-01-01 16:00:00,12
a_0,2020-01-01 16:00:00,65
a_61,2020-01-01 16:00:00,25
a_28,2020-01-01 16:00:00,49
a_69,2020-01-01 16:00:00,12
a_89,2020-01-01 16:00:00,67
a_85,2020-01-01 16:00:00,64
a_31,2020-01-01 16:00:00,127
a_76,2020-01-01 16:00:00,16
