uuid,timestamp,sales
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-03 20:00:00,80
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-04 00:00:00,76
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-04 04:00:00,468
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-04 08:00:00,180
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-04 12:00:00,260
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-04 16:00:00,152
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-04 20:00:00,94
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-05 00:00:00,14
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-05 04:00:00,98
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-05 08:00:00,151
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-05 12:00:00,138
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-05 16:00:00,197
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-05 20:00:00,235
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-06 00:00:00,168
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-06 04:00:00,157
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-06 08:00:00,292
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-06 12:00:00,126
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-06 16:00:00,149
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-06 20:00:00,147
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-07 00:00:00,145
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-07 04:00:00,112
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-07 08:00:00,392
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-07 12:00:00,135
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-07 16:00:00,114
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-07 20:00:00,97
0218f919-91ca-41ee-b2d0-14dfa7c6c9c2,2020-01-08 00:00:00,34
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-01 00:00:00,174
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-01 04:00:00,161
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-01 08:00:00,159
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-01 12:00:00,223
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-01 16:00:00,121
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-01 20:00:00,107
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-02 00:00:00,137
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-02 04:00:00,51
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-02 12:00:00,117
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-02 16:00:00,220
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-02 20:00:00,115
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-03 00:00:00,94
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-03 04:00:00,77
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-03 08:00:00,99
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-03 12:00:00,117
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-03 16:00:00,66
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-03 20:00:00,65
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-04 00:00:00,270
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-04 04:00:00,37
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-04 08:00:00,155
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-04 12:00:00,115
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-04 16:00:00,8
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-04 20:00:00,130
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-05 04:00:00,47
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-05 08:00:00,151
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-05 12:00:00,87
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-05 16:00:00,276
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-05 20:00:00,76
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-06 00:00:00,152
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-06 04:00:00,69
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-06 08:00:00,183
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-06 12:00:00,277
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-06 16:00:00,128
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-06 20:00:00,65
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-07 00:00:00,74
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-07 04:00:00,211
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-07 08:00:00,92
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-07 16:00:00,155
022f9302-db47-45cb-83d8-49ac9d62beb7,2020-01-07 20:00:00,147
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-01 00:00:00,192
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-01 04:00:00,154
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-01 08:00:00,29
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-01 16:00:00,97
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-01 20:00:00,141
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-02 00:00:00,215
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-02 04:00:00,245
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-02 08:00:00,131
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-02 12:00:00,87
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-02 16:00:00,97
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-02 20:00:00,67
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-03 00:00:00,79
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-03 04:00:00,220
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-03 08:00:00,98
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-03 12:00:00,135
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-03 16:00:00,93
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-03 20:00:00,232
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-04 00:00:00,98
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-04 04:00:00,237
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-04 08:00:00,247
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-04 12:00:00,381
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-04 16:00:00,140
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-04 20:00:00,25
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-05 00:00:00,115
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-05 04:00:00,266
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-05 08:00:00,115
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-05 12:00:00,156
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-05 16:00:00,120
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-05 20:00:00,93
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-06 00:00:00,74
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-06 04:00:00,76
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-06 08:00:00,292
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-06 12:00:00,59
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-06 16:00:00,99
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-06 20:00:00,89
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-07 00:00:00,70
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-07 04:00:00,104
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-07 08:00:00,71
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-07 12:00:00,111
02ded623-1004-487c-8fe7-bdfba6f6a488,2020-01-07 16:00:00,95
05612585-836b-408a-ba3c-afe6019987f8,2020-01-01 00:00:00,1069
05612585-836b-408a-ba3c-afe6019987f8,2020-01-01 04:00:00,682
05612585-836b-408a-ba3c-afe6019987f8,2020-01-01 08:00:00,1276
05612585-836b-408a-ba3c-afe6019987f8,2020-01-01 12:00:00,639
05612585-836b-408a-ba3c-afe6019987f8,2020-01-01 16:00:00,725
05612585-836b-408a-ba3c-afe6019987f8,2020-01-01 20:00:00,1031
05612585-836b-408a-ba3c-afe6019987f8,2020-01-02 00:00:00,700
05612585-836b-408a-ba3c-afe6019987f8,2020-01-02 04:00:00,510
05612585-836b-408a-ba3c-afe6019987f8,2020-01-02 08:00:00,741
05612585-836b-408a-ba3c-afe6019987f8,2020-01-02 12:00:00,448
05612585-836b-408a-ba3c-afe6019987f8,2020-01-02 16:00:00,995
05612585-836b-408a-ba3c-afe6019987f8,2020-01-02 20:00:00,699
05612585-836b-408a-ba3c-afe6019987f8,2020-01-03 00:00:00,879
05612585-836b-408a-ba3c-afe6019987f8,2020-01-03 04:00:00,1112
05612585-836b-408a-ba3c-afe6019987f8,2020-01-03 08:00:00,621
05612585-836b-408a-ba3c-afe6019987f8,2020-01-03 12:00:00,929
05612585-836b-408a-ba3c-afe6019987f8,2020-01-03 16:00:00,1229
05612585-836b-408a-ba3c-afe6019987f8,2020-01-03 20:00:00,690
05612585-836b-408a-ba3c-afe6019987f8,2020-01-04 00:00:00,1054
05612585-836b-408a-ba3c-afe6019987f8,2020-01-04 04:00:00,846
05612585-836b-408a-ba3c-afe6019987f8,2020-01-04 08:00:00,1123
05612585-836b-408a-ba3c-afe6019987f8,2020-01-04 12:00:00,1070
05612585-836b-408a-ba3c-afe6019987f8,2020-01-04 16:00:00,685
05612585-836b-408a-ba3c-afe6019987f8,2020-01-04 20:00:00,608
05612585-836b-408a-ba3c-afe6019987f8,2020-01-05 00:00:00,917
05612585-836b-408a-ba3c-afe6019987f8,2020-01-05 04:00:00,390
05612585-836b-408a-ba3c-afe6019987f8,2020-01-05 08:00:00,784
05612585-836b-408a-ba3c-afe6019987f8,2020-01-05 12:00:00,925
05612585-836b-408a-ba3c-afe6019987f8,2020-01-05 16:00:00,646
05612585-836b-408a-ba3c-afe6019987f8,2020-01-05 20:00:00,640
05612585-836b-408a-ba3c-afe6019987f8,2020-01-06 00:00:00,951
05612585-836b-408a-ba3c-afe6019987f8,2020-01-06 04:00:00,936
05612585-836b-408a-ba3c-afe6019987f8,2020-01-06 08:00:00,1074
05612585-836b-408a-ba3c-afe6019987f8,2020-01-06 12:00:00,910
05612585-836b-408a-ba3c-afe6019987f8,2020-01-06 16:00:00,556
05612585-836b-408a-ba3c-afe6019987f8,2020-01-06 20:00:00,1073
05612585-836b-408a-ba3c-afe6019987f8,2020-01-07 00:00:00,955
05612585-836b-408a-ba3c-afe6019987f8,2020-01-07 04:00:00,494
05612585-836b-408a-ba3c-afe6019987f8,2020-01-07 08:00:00,582
05612585-836b-408a-ba3c-afe6019987f8,2020-01-07 12:00:00,709
05612585-836b-408a-ba3c-afe6019987f8,2020-01-07 16:00:00,471
05612585-836b-408a-ba3c-afe6019987f8,2020-01-07 20:00:00,1138
05612585-836b-408a-ba3c-afe6019987f8,2020-01-08 00:00:00,224
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-01 00:00:00,300
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-01 04:00:00,47
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-01 08:00:00,161
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-01 12:00:00,16
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-01 16:00:00,30
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-01 20:00:00,139
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-02 00:00:00,16
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-02 04:00:00,70
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-02 08:00:00,203
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-02 12:00:00,193
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-02 16:00:00,80
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-03 00:00:00,2
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-03 04:00:00,7
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-03 08:00:00,184
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-03 16:00:00,243
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-03 20:00:00,226
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-04 00:00:00,18
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-04 04:00:00,47
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-04 08:00:00,408
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-04 12:00:00,85
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-04 16:00:00,149
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-04 20:00:00,68
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-05 00:00:00,197
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-05 04:00:00,75
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-05 08:00:00,93
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-05 12:00:00,337
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-05 16:00:00,195
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-05 20:00:00,49
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-06 00:00:00,178
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-06 04:00:00,57
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-06 08:00:00,213
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-06 16:00:00,102
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-06 20:00:00,138
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-07 00:00:00,105
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-07 08:00:00,172
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-07 12:00:00,79
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-07 16:00:00,166
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-07 20:00:00,174
05d9a8d1-6936-4a2f-80bd-a7417b84e93f,2020-01-08 00:00:00,78
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-01 00:00:00,13
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-01 04:00:00,31
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-01 08:00:00,299
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-01 12:00:00,154
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-01 20:00:00,105
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-02 00:00:00,124
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-02 04:00:00,192
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-02 08:00:00,26
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-02 12:00:00,171
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-02 16:00:00,60
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-02 20:00:00,97
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-03 00:00:00,2
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-03 04:00:00,177
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-03 12:00:00,85
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-03 16:00:00,83
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-03 20:00:00,256
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-04 00:00:00,53
06903b5e-8d3e-4166-a629-2b5838443a39,2020-01-04 04:00:00,72
